,age,fnlwgt,education,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,Scored Labels,Scored Probabilities
14264,57,191318,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.7302028910561907
14265,49,111066,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.7424300464049859
14266,39,237943,HS-grad,9,Divorced,Unmarried,White,Male,0,1726,40,<=50K,<=50K,0.011740025554652244
14267,45,55720,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6245364582318721
14268,68,38317,1st-4th,2,Divorced,Not-in-family,White,Female,0,0,20,<=50K,<=50K,0.007021330132472837
14269,47,20956,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,1740,40,<=50K,<=50K,0.36074960529022637
14270,63,113324,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.35365181612683555
14271,53,99476,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,38,<=50K,<=50K,0.039993112072607355
14272,67,126849,10th,6,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,20,<=50K,<=50K,0.03163975655487668
14273,46,219967,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6990275770656297
14274,47,583755,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,<=50K,0.34084139793312324
14275,57,143910,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.19816946550883768
14276,72,52138,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,2392,25,>50K,>50K,0.9728363171622412
14277,19,195985,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.001070497145643377
14278,19,456572,HS-grad,9,Never-married,Other-relative,White,Male,0,0,35,<=50K,<=50K,0.0006749626756264845
14279,55,271795,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3460941379765614
14280,54,104501,Some-college,10,Married-civ-spouse,Husband,White,Male,15024,0,40,>50K,>50K,0.9982906743220905
14281,56,98418,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,30,<=50K,<=50K,0.02107006936953039
14282,34,183801,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,14,<=50K,<=50K,0.05052253756745638
14283,27,214858,HS-grad,9,Married-civ-spouse,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0496857355458897
14284,31,454508,11th,7,Never-married,Not-in-family,White,Male,0,2001,40,<=50K,<=50K,0.001811490908233158
14285,39,209609,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.37521733948487757
14286,46,199596,Some-college,10,Divorced,Unmarried,White,Female,0,0,50,<=50K,<=50K,0.11022683741993149
14287,51,226735,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.3121807489752416
14288,47,205712,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,38,<=50K,<=50K,0.49761330941388954
14289,36,317040,Assoc-voc,11,Divorced,Unmarried,Black,Female,0,0,54,<=50K,<=50K,0.08759370789720408
14290,59,98418,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,<=50K,0.12947525565074955
14291,22,174626,7th-8th,4,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0026485037839758733
14292,21,121694,7th-8th,4,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.003562218271812713
14293,28,200819,7th-8th,4,Divorced,Own-child,White,Male,0,0,84,<=50K,<=50K,0.021248390646254937
14294,52,138497,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,>50K,0.7576227384720066
14295,28,236861,Bachelors,13,Divorced,Unmarried,White,Male,0,0,50,<=50K,<=50K,0.25221722256246887
14296,26,141824,Some-college,10,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.015977373361012626
14297,19,323605,7th-8th,4,Never-married,Not-in-family,White,Male,0,0,60,>50K,<=50K,0.004731769988076135
14298,35,129597,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,46,<=50K,<=50K,0.4504115465542278
14299,36,93225,11th,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.0698042823700456
14300,49,168211,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.3591409110501079
14301,48,233802,Masters,14,Married-civ-spouse,Husband,Black,Male,0,0,45,<=50K,>50K,0.7563797463647951
14302,55,157639,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.47462417539469853
14303,24,188925,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.10891453046872736
14304,58,78634,11th,7,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,<=50K,0.19664469896759867
14305,39,125550,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,<=50K,0.4356972851910863
14306,45,144354,9th,5,Separated,Own-child,Black,Male,0,0,40,<=50K,<=50K,0.016228749204624388
14307,24,304463,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,65,<=50K,<=50K,0.13191217468431948
14308,37,74163,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.07657468316388179
14309,25,135603,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.10322917519044002
14310,28,241895,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1628,40,<=50K,<=50K,0.041526410974695296
14311,61,171831,HS-grad,9,Married-civ-spouse,Husband,White,Male,2829,0,45,<=50K,<=50K,0.16501367246809515
14312,18,147612,HS-grad,9,Never-married,Own-child,White,Female,0,0,8,<=50K,<=50K,0.00013305698301885669
14313,47,176319,HS-grad,9,Married-civ-spouse,Own-child,White,Female,0,0,38,>50K,<=50K,0.1765991687551505
14314,70,268832,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,24,>50K,<=50K,0.11674961889651145
14315,30,159773,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,>50K,0.6299815758361873
14316,68,165017,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.2125475147553482
14317,51,27166,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3679001204713047
14318,23,169104,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,25,<=50K,<=50K,0.0005341651169218874
14319,55,172666,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.47462417539469853
14320,62,135480,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,16,<=50K,<=50K,0.10766755217141057
14321,28,190836,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,<=50K,0.21266669353481388
14322,26,55860,Some-college,10,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,<=50K,0.007038721278186187
14323,54,212165,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,<=50K,0.45100815250508614
14324,60,207665,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,<=50K,0.3636805007162885
14325,43,187322,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6694260048803394
14326,31,221167,Prof-school,15,Divorced,Not-in-family,White,Female,0,0,35,<=50K,<=50K,0.1565169721372598
14327,28,186792,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.44059604633997346
14328,31,83446,HS-grad,9,Widowed,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.03561266165433807
14329,25,263773,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,<=50K,0.2838717851479651
14330,22,83704,Some-college,10,Never-married,Own-child,White,Male,0,0,30,<=50K,<=50K,0.000575345968787994
14331,57,41762,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,<=50K,0.3430420162848283
14332,33,315143,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.19970927453028983
14333,35,112160,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.1839090989474191
14334,30,118500,Some-college,10,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.015634673556605198
14335,30,213722,Some-college,10,Never-married,Not-in-family,White,Male,0,0,50,>50K,<=50K,0.09742344067919781
14336,29,100764,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,<=50K,0.46768365182518573
14337,30,210906,HS-grad,9,Married-civ-spouse,Other-relative,White,Female,0,0,40,<=50K,<=50K,0.11860163224461844
14338,21,301853,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0026802508101311856
14339,32,118551,Masters,14,Never-married,Not-in-family,White,Female,0,0,45,>50K,<=50K,0.21350489303636544
14340,30,310889,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,<=50K,0.45030624297749766
14341,32,337696,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.44693830080907854
14342,53,95519,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,<=50K,0.4168833103816614
14343,60,39352,7th-8th,4,Never-married,Not-in-family,White,Male,0,0,48,>50K,<=50K,0.03176285244399692
14344,57,237691,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3460941379765614
14345,43,236985,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.2803650181694762
14346,57,206206,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.690625077759244
14347,28,109162,Masters,14,Never-married,Not-in-family,White,Female,0,0,50,<=50K,<=50K,0.19464907273316606
14348,44,175669,11th,7,Married-civ-spouse,Wife,White,Female,5178,0,36,>50K,>50K,0.8894247000722587
14349,22,189888,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.042402612910123844
14350,39,106347,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.25609407684890245
14351,32,36302,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.30782914529128347
14352,20,172232,HS-grad,9,Never-married,Own-child,White,Male,0,0,48,<=50K,<=50K,0.0019133993387236957
14353,31,487742,Some-college,10,Separated,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.021873852699470932
14354,34,290763,HS-grad,9,Divorced,Own-child,White,Female,0,0,40,<=50K,<=50K,0.011934041155216518
14355,52,163678,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,<=50K,0.4636848341432143
14356,20,270517,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.0005300890224453289
14357,18,126142,10th,6,Never-married,Own-child,White,Male,0,0,30,<=50K,<=50K,0.0001704870619219682
14358,62,65868,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,43,<=50K,<=50K,0.038767050893576925
14359,39,172538,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.7425263247787227
14360,55,387569,HS-grad,9,Married-civ-spouse,Husband,White,Male,4386,0,40,>50K,>50K,0.81401733361172
14361,32,273287,Some-college,10,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.04198554770657959
14362,32,81528,HS-grad,9,Never-married,Other-relative,White,Male,0,0,60,<=50K,<=50K,0.035780016261955205
14363,66,179951,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,>50K,0.6610949305828991
14364,20,277700,Preschool,1,Never-married,Own-child,White,Male,0,0,32,<=50K,<=50K,0.00020690456692077798
14365,21,337766,Some-college,10,Never-married,Own-child,White,Male,0,0,20,<=50K,<=50K,0.0005428900217589218
14366,22,242912,HS-grad,9,Never-married,Unmarried,White,Female,0,0,35,<=50K,<=50K,0.0011495346480388774
14367,35,212465,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.2025256835855154
14368,20,275357,Assoc-voc,11,Never-married,Own-child,White,Female,0,0,25,<=50K,<=50K,0.00016994567799656754
14369,24,204226,Masters,14,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.025004161164469133
14370,53,201127,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,48,>50K,>50K,0.815139535205984
14371,64,142166,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.29093312094173085
14372,49,166039,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.02858957367156301
14373,33,204829,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.07182894918164937
14374,37,31368,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3302400400193489
14375,56,109856,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,50,>50K,>50K,0.9981168451103961
14376,21,304302,HS-grad,9,Never-married,Own-child,Amer-Indian-Eskimo,Male,0,0,40,<=50K,<=50K,0.008266010790898887
14377,45,148995,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,40,>50K,>50K,0.9990782389404113
14378,48,232840,Some-college,10,Widowed,Unmarried,White,Female,0,0,43,<=50K,<=50K,0.0909439829142971
14379,36,223433,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,53,>50K,>50K,0.5264316546966085
14380,59,122390,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1977,48,>50K,>50K,0.9695358664017961
14381,38,257250,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,52,<=50K,<=50K,0.09299395906746258
14382,28,239130,Some-college,10,Divorced,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.03898955267428083
14383,58,119558,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,<=50K,0.42076370626055726
14384,37,86310,Some-college,10,Divorced,Unmarried,White,Female,0,0,45,<=50K,<=50K,0.049943690142676855
14385,35,186815,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.2025256835855154
14386,45,204205,7th-8th,4,Divorced,Not-in-family,White,Male,0,0,48,<=50K,<=50K,0.03019361715713112
14387,52,266138,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.702297472527713
14388,69,164102,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,>50K,<=50K,0.022472678468480334
14389,48,191858,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.49761330941388954
14390,49,182211,9th,5,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.10436915869330264
14391,19,382738,HS-grad,9,Never-married,Own-child,Black,Female,0,0,40,<=50K,<=50K,0.0005741697974696151
14392,36,215392,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.08924601648559778
14393,54,166774,Masters,14,Never-married,Not-in-family,White,Female,0,0,45,>50K,<=50K,0.31781774174679583
14394,37,199265,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,>50K,0.515205088394906
14395,23,203240,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.0040584010839185
14396,36,94954,Assoc-voc,11,Widowed,Not-in-family,White,Female,0,0,20,<=50K,<=50K,0.03309092711558002
14397,50,155118,HS-grad,9,Divorced,Not-in-family,White,Female,99999,0,35,>50K,>50K,0.9738909509461425
14398,23,233472,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.014625234739757218
14399,40,321758,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.2802711458402284
14400,24,359828,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,44,>50K,<=50K,0.2757562719539623
14401,41,43945,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.06792767835253785
14402,62,176811,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.2794063032833923
14403,21,132053,Some-college,10,Never-married,Own-child,White,Female,0,1721,35,<=50K,<=50K,0.000321231937570891
14404,39,456922,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.17098484444629927
14405,29,134566,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.6641219823551141
14406,44,69333,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.6568617939562594
14407,17,317681,11th,7,Never-married,Own-child,White,Male,0,0,10,<=50K,<=50K,0.0001377640283807288
14408,70,172652,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,8,<=50K,<=50K,0.30534429184090633
14409,26,90980,Assoc-voc,11,Divorced,Not-in-family,White,Female,0,0,55,<=50K,<=50K,0.03596489682048047
14410,29,205499,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.2918206817076307
14411,23,208598,Some-college,10,Never-married,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.01118573899418281
14412,22,390817,5th-6th,3,Married-civ-spouse,Other-relative,White,Male,0,0,40,<=50K,<=50K,0.08559103398963909
14413,51,45487,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,80,<=50K,<=50K,0.3018542021779614
14414,30,100734,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,<=50K,0.42463032944696855
14415,29,251694,Bachelors,13,Never-married,Own-child,White,Male,0,0,50,<=50K,<=50K,0.09011141227785027
14416,19,203061,Some-college,10,Never-married,Not-in-family,White,Female,0,0,25,<=50K,<=50K,0.0003086481532345035
14417,38,165472,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6382503407259693
14418,51,94432,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,<=50K,0.4173994064580023
14419,71,110380,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,2467,52,<=50K,>50K,0.8526042484438477
14420,50,171852,Bachelors,13,Separated,Own-child,Other,Female,0,0,40,<=50K,<=50K,0.07376629649597408
14421,44,157217,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.5327724106413871
14422,67,330144,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,48,>50K,>50K,0.6003611133014572
14423,62,141308,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.04588146126728639
14424,49,120629,Some-college,10,Widowed,Unmarried,White,Female,0,0,30,<=50K,<=50K,0.019441952884585664
14425,47,120131,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3591409110501079
14426,54,98535,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6823396799648634
14427,26,55929,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.0225505828694918
14428,50,110748,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.08946516180216152
14429,22,233955,Bachelors,13,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,14344,0,40,>50K,>50K,0.9658299232968608
14430,52,218550,Some-college,10,Married-spouse-absent,Not-in-family,White,Female,14084,0,16,>50K,>50K,0.9723936612237106
14431,31,120461,Some-college,10,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.014586060624364803
14432,51,258735,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,81,<=50K,<=50K,0.13414596558702968
14433,26,375313,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K,<=50K,0.015207539480126216
14434,61,321117,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.35092593080002027
14435,77,177550,Bachelors,13,Married-civ-spouse,Husband,White,Male,3818,0,14,<=50K,<=50K,0.03258450056570652
14436,61,115882,1st-4th,2,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,<=50K,0.0476835019853028
14437,29,140830,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.00920439849115393
14438,28,187479,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,<=50K,0.3109808073133809
14439,44,57233,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.38839475490162106
14440,18,40293,HS-grad,9,Never-married,Other-relative,White,Male,0,0,40,<=50K,<=50K,0.0009284944295840355
14441,31,130620,11th,7,Married-spouse-absent,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,<=50K,0.004273788469726806
14442,68,177596,10th,6,Separated,Not-in-family,Black,Female,0,0,90,<=50K,<=50K,0.025114287732523388
14443,22,162869,Some-college,10,Never-married,Other-relative,White,Male,0,0,65,<=50K,<=50K,0.009098024285640209
14444,23,176486,Some-college,10,Never-married,Other-relative,White,Female,0,0,25,<=50K,<=50K,0.0007155978961802402
14445,45,98265,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.03608627623373959
14446,51,205100,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,<=50K,0.41375668282624634
14447,62,123582,10th,6,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.012934588443732548
14448,37,34378,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,<=50K,0.24690270164285621
14449,55,165695,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.0533976897283425
14450,29,213692,Some-college,10,Never-married,Own-child,White,Male,0,0,45,<=50K,<=50K,0.033404852477031476
14451,50,38795,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,>50K,0.6934287585359435
14452,31,118161,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.17153313039179435
14453,62,209433,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.2330126382660693
14454,32,309513,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3718022599214349
14455,58,373344,1st-4th,2,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.09340390984981543
14456,45,207540,Doctorate,16,Separated,Unmarried,White,Male,0,0,40,>50K,<=50K,0.4316945615398097
14457,26,202033,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.30768483745129366
14458,34,231043,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,3908,0,45,<=50K,<=50K,0.13891366804708447
14459,25,229287,Bachelors,13,Never-married,Other-relative,White,Female,0,0,25,<=50K,<=50K,0.006325825391545287
14460,23,272185,Assoc-voc,11,Never-married,Own-child,White,Male,0,0,33,<=50K,<=50K,0.0012742345833046153
14461,35,119992,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.49855802413921557
14462,61,151459,10th,6,Never-married,Not-in-family,Black,Female,0,0,38,<=50K,<=50K,0.016773171754522184
14463,17,36877,10th,6,Never-married,Own-child,White,Female,0,0,10,<=50K,<=50K,7.758742421371139e-05
14464,17,280670,10th,6,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.0004239600955336627
14465,21,285127,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,<=50K,0.0022555268543301694
14466,37,208358,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.4075583139601922
14467,52,177995,1st-4th,2,Married-civ-spouse,Husband,White,Male,0,0,56,>50K,<=50K,0.15947557202323306
14468,38,187983,Prof-school,15,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,>50K,0.8588820672316417
14469,35,23892,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.012628188413952187
14470,33,295649,HS-grad,9,Separated,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.014277372333051135
14471,23,152328,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.002984984702365756
14472,26,176729,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,45,>50K,<=50K,0.1183072749172969
14473,28,38309,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,2407,0,40,<=50K,<=50K,0.06501636687607563
14474,43,160369,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.034577196682027876
14475,27,210498,HS-grad,9,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,>50K,0.7681893639021732
14476,25,137301,Assoc-acdm,12,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.008833350864817307
14477,60,146674,10th,6,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.13972554674080884
14478,29,231287,Some-college,10,Divorced,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.03965170485737217
14479,54,221915,Prof-school,15,Never-married,Other-relative,White,Female,0,0,65,<=50K,<=50K,0.38182103064089146
14480,40,78036,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,0,65,>50K,<=50K,0.3754674420676742
14481,39,230329,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6410699652118672
14482,54,168553,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.7185528428355137
14483,42,108183,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,1902,40,>50K,>50K,0.9774984953751786
14484,37,333664,Some-college,10,Separated,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.04857888365819038
14485,19,278115,Some-college,10,Never-married,Own-child,White,Male,0,0,12,<=50K,<=50K,0.0001687866991935274
14486,30,110239,10th,6,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,<=50K,0.1448385077461344
14487,36,109766,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,60,<=50K,<=50K,0.2726490201088385
14488,26,266639,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.031360386988404314
14489,20,201766,Some-college,10,Never-married,Own-child,White,Female,0,0,35,<=50K,<=50K,0.000263000995226534
14490,51,159755,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.7419575271679296
14491,23,375871,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,<=50K,0.09977623481166176
14492,27,493689,Bachelors,13,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,<=50K,0.0198752527194487
14493,52,202071,HS-grad,9,Widowed,Own-child,White,Female,0,0,40,<=50K,<=50K,0.03982289750067152
14494,30,97723,HS-grad,9,Never-married,Own-child,White,Male,0,0,45,<=50K,<=50K,0.032690070628767755
14495,41,140886,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.2795150290340156
14496,31,123430,11th,7,Married-civ-spouse,Husband,White,Male,0,0,65,<=50K,<=50K,0.13461173120895634
14497,43,214541,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.44601221872319136
14498,37,188069,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.24317871809888833
14499,29,185019,12th,8,Never-married,Not-in-family,Other,Male,0,0,40,<=50K,<=50K,0.012332294713576013
14500,36,248010,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.29473366148509733
14501,29,128604,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,<=50K,0.09167367050897103
